customer_id,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment
8324,1,5,2659.67,4,4,4,12,Loyal Customers
8325,71,6,2270.2999999999997,4,4,4,12,Loyal Customers
8326,256,4,3077.82,3,3,4,10,Loyal Customers
8327,652,2,949.88,1,1,2,4,At Risk
8328,468,2,2774.85,1,1,4,6,At Risk
8329,234,3,556.15,3,2,1,6,At Risk
8330,252,4,3189.05,3,3,5,11,Loyal Customers
8331,329,4,1972.27,2,3,3,8,Potential Loyalists
8332,1,5,1401.19,4,4,2,10,Loyal Customers
8333,22,5,2205.84,4,4,4,12,Loyal Customers
8334,116,5,3108.11,3,4,4,11,Loyal Customers
8335,281,2,374.41,2,1,1,4,At Risk
8336,1,4,1450.26,4,3,2,9,Potential Loyalists
8337,112,3,1369.27,3,2,2,7,Potential Loyalists
8338,646,2,1041.3600000000001,1,1,2,4,At Risk
8339,285,4,1394.18,2,3,2,7,Potential Loyalists
8340,521,4,2244.89,1,3,4,8,Potential Loyalists
8341,180,4,1931.48,3,3,3,9,Potential Loyalists
8342,83,6,1783.49,4,4,3,11,Loyal Customers
8343,1,6,2609.2,4,4,4,12,Loyal Customers
8344,287,3,1913.72,2,2,3,7,Potential Loyalists
8345,359,6,3667.21,2,4,5,11,Loyal Customers
8346,380,4,5225.049999999999,2,3,5,10,Loyal Customers
8347,25,2,557.52,4,1,1,6,At Risk
8348,362,2,4232.5,2,1,5,8,Potential Loyalists
8349,11,8,3020.37,4,5,4,13,Champions
8350,268,7,3791.45,3,5,5,13,Champions
8351,644,2,553.81,1,1,1,3,Churned
8352,648,5,5251.3099999999995,1,4,5,10,Loyal Customers
8353,171,3,1542.3899999999999,3,2,3,8,Potential Loyalists
8354,1,3,1416.93,4,2,2,8,Potential Loyalists
8355,320,2,1236.62,2,1,2,5,At Risk
8356,325,3,679.6600000000001,2,2,1,5,At Risk
8357,56,3,635.26,4,2,1,7,Potential Loyalists
8358,582,1,370.87,1,1,1,3,Churned
8359,1,7,3671.53,4,5,5,14,Champions
8360,279,5,2885.95,2,4,4,10,Loyal Customers
8361,1,5,1871.43,4,4,3,11,Loyal Customers
8362,1,7,2429.74,4,5,4,13,Champions
8363,387,4,1847.9,2,3,3,8,Potential Loyalists
8364,366,2,897.15,2,1,2,5,At Risk
8365,243,3,823.32,3,2,1,6,At Risk
8366,730,2,300.96,1,1,1,3,Churned
8367,135,2,331.0,3,1,1,5,At Risk
8368,1,3,2429.14,4,2,4,10,Loyal Customers
8369,1,8,3184.76,4,5,5,14,Champions
8370,368,6,1790.1,2,4,3,9,Potential Loyalists
8371,356,4,2887.6899999999996,2,3,4,9,Potential Loyalists
8372,186,3,1095.73,3,2,2,7,Potential Loyalists
8373,12,8,5418.1,4,5,5,14,Champions
8374,1,3,999.8700000000001,4,2,2,8,Potential Loyalists
8375,422,4,2256.25,2,3,4,9,Potential Loyalists
8376,1,2,1294.97,4,1,2,7,Potential Loyalists
8377,45,5,2411.63,4,4,4,12,Loyal Customers
8378,89,6,3391.02,4,4,5,13,Champions
8379,86,7,2459.99,4,5,4,13,Champions
8380,576,2,1223.69,1,1,2,4,At Risk
8381,690,3,1025.72,1,2,2,5,At Risk
8382,89,4,735.8299999999999,4,3,1,8,Potential Loyalists
8383,1,3,746.74,4,2,1,7,Potential Loyalists
8384,592,5,2116.0299999999997,1,4,3,8,Potential Loyalists
8385,1,2,373.52,4,1,1,6,At Risk
8386,1,3,2746.4,4,2,4,10,Loyal Customers
8387,494,3,2447.25,1,2,4,7,Potential Loyalists
8388,124,2,738.3800000000001,3,1,1,5,At Risk
8389,1,3,3046.22,4,2,4,10,Loyal Customers
8390,235,2,1331.8200000000002,3,1,2,6,At Risk
8391,400,5,4744.89,2,4,5,11,Loyal Customers
8392,517,3,641.99,1,2,1,4,At Risk
8393,122,4,1665.87,3,3,3,9,Potential Loyalists
8394,1,7,4321.86,4,5,5,14,Champions
8395,266,4,1635.58,3,3,3,9,Potential Loyalists
8396,232,6,2530.38,3,4,4,11,Loyal Customers
8397,476,3,1424.9,1,2,2,5,At Risk
8398,1,1,506.19,4,1,1,6,At Risk
8399,344,6,1822.29,2,4,3,9,Potential Loyalists
8400,148,3,1163.49,3,2,2,7,Potential Loyalists
8401,1,4,1402.06,4,3,2,9,Potential Loyalists
8402,96,3,1779.01,4,2,3,9,Potential Loyalists
8403,413,5,1009.26,2,4,2,8,Potential Loyalists
8404,111,5,1846.49,3,4,3,10,Loyal Customers
8405,190,4,2357.77,3,3,4,10,Loyal Customers
8406,216,2,607.03,3,1,1,5,At Risk
8407,1,4,1912.46,4,3,3,10,Loyal Customers
8408,1,6,2795.5299999999997,4,4,4,12,Loyal Customers
8409,437,4,1959.65,1,3,3,7,Potential Loyalists
8410,279,3,2550.7400000000002,2,2,4,8,Potential Loyalists
8411,1,4,1772.63,4,3,3,10,Loyal Customers
8412,1,9,5480.55,4,5,5,14,Champions
8413,1,3,1372.58,4,2,2,8,Potential Loyalists
8414,1,6,1530.96,4,4,3,11,Loyal Customers
8415,596,1,229.89,1,1,1,3,Churned
8416,301,5,1790.96,2,4,3,9,Potential Loyalists
8417,394,4,1553.3,2,3,3,8,Potential Loyalists
8418,413,3,1189.57,2,2,2,6,At Risk
8419,1,4,588.46,4,3,1,8,Potential Loyalists
8420,221,4,1492.07,3,3,3,9,Potential Loyalists
8421,1,5,1093.3899999999999,4,4,2,10,Loyal Customers
8422,87,5,1677.65,4,4,3,11,Loyal Customers
8423,1,3,2104.69,4,2,3,9,Potential Loyalists
8424,1,2,870.89,4,1,2,7,Potential Loyalists
8425,430,7,3238.7599999999998,2,5,5,12,Loyal Customers
8426,510,3,1267.2399999999998,1,2,2,5,At Risk
8427,714,1,54.3,1,1,1,3,Churned
8428,554,5,914.9300000000001,1,4,2,7,Potential Loyalists
8429,243,4,1386.76,3,3,2,8,Potential Loyalists
8430,7,8,2510.5699999999997,4,5,4,13,Champions
8431,1,5,2784.21,4,4,4,12,Loyal Customers
8432,213,6,2639.83,3,4,4,11,Loyal Customers
8433,140,7,3348.44,3,5,5,13,Champions
8434,55,4,1161.75,4,3,2,9,Potential Loyalists
8435,658,1,64.11,1,1,1,3,Churned
8436,241,1,204.43,3,1,1,5,At Risk
8437,192,4,1873.86,3,3,3,9,Potential Loyalists
8438,499,3,742.27,1,2,1,4,At Risk
8439,204,2,394.75,3,1,1,5,At Risk
8440,195,5,2409.14,3,4,4,11,Loyal Customers
8441,607,2,573.98,1,1,1,3,Churned
8442,590,2,303.97,1,1,1,3,Churned
8443,515,2,952.74,1,1,2,4,At Risk
8444,95,6,2431.19,4,4,4,12,Loyal Customers
8445,510,3,2138.28,1,2,4,7,Potential Loyalists
8446,363,1,301.41,2,1,1,4,At Risk
8447,485,5,2152.64,1,4,4,9,Potential Loyalists
8448,453,5,1820.14,1,4,3,8,Potential Loyalists
8449,386,3,751.3499999999999,2,2,1,5,At Risk
8450,704,1,1862.37,1,1,3,5,At Risk
8451,285,2,597.56,2,1,1,4,At Risk
8452,271,5,3423.26,3,4,5,12,Loyal Customers
8453,1,7,5467.37,4,5,5,14,Champions
8454,1,6,1509.5900000000001,4,4,3,11,Loyal Customers
8455,530,2,783.99,1,1,1,3,Churned
8456,417,5,3193.83,2,4,5,11,Loyal Customers
8457,1,6,1644.13,4,4,3,11,Loyal Customers
8459,104,6,4575.91,3,4,5,12,Loyal Customers
8460,1,5,3079.2,4,4,4,12,Loyal Customers
8461,255,6,3185.24,3,4,5,12,Loyal Customers
8462,1,6,4472.27,4,4,5,13,Champions
8463,1,5,1047.19,4,4,2,10,Loyal Customers
8464,1,5,2045.31,4,4,3,11,Loyal Customers
8465,55,7,3058.52,4,5,4,13,Champions
8466,337,3,897.64,2,2,2,6,At Risk
8467,222,7,3447.9700000000003,3,5,5,13,Champions
8468,1,5,1818.83,4,4,3,11,Loyal Customers
8469,433,2,1007.15,2,1,2,5,At Risk
8470,1,5,2023.54,4,4,3,11,Loyal Customers
8471,72,5,1821.9,4,4,3,11,Loyal Customers
8472,435,2,770.8,2,1,1,4,At Risk
8473,243,6,12789.949999999999,3,4,5,12,Loyal Customers
8474,167,7,2950.46,3,5,4,12,Loyal Customers
8475,336,7,2162.24,2,5,4,11,Loyal Customers
8476,1,6,3103.64,4,4,4,12,Loyal Customers
8477,1,7,2800.95,4,5,4,13,Champions
8478,123,7,3364.89,3,5,5,13,Champions
8479,351,5,2849.19,2,4,4,10,Loyal Customers
8480,1,3,1998.83,4,2,3,9,Potential Loyalists
8481,1,2,483.89,4,1,1,6,At Risk
8482,1,4,1815.8200000000002,4,3,3,10,Loyal Customers
8483,1,7,7105.95,4,5,5,14,Champions
8484,366,6,1925.29,2,4,3,9,Potential Loyalists
8485,1,3,1068.2,4,2,2,8,Potential Loyalists
8486,455,3,1212.0500000000002,1,2,2,5,At Risk
8487,1,5,1626.33,4,4,3,11,Loyal Customers
8488,1,3,495.93,4,2,1,7,Potential Loyalists
8489,373,1,313.97,2,1,1,4,At Risk
8490,602,1,274.05,1,1,1,3,Churned
8491,257,3,2629.3599999999997,3,2,4,9,Potential Loyalists
8492,1,4,1225.63,4,3,2,9,Potential Loyalists
8493,444,4,1842.21,1,3,3,7,Potential Loyalists
8494,302,6,2917.4900000000002,2,4,4,10,Loyal Customers
8495,1,5,1497.7,4,4,3,11,Loyal Customers
8496,34,3,1854.43,4,2,3,9,Potential Loyalists
8497,1,6,3570.14,4,4,5,13,Champions
8498,1,9,6342.95,4,5,5,14,Champions
8499,136,4,2227.3,3,3,4,10,Loyal Customers
8500,1,7,5495.67,4,5,5,14,Champions
8501,1,5,1802.8700000000001,4,4,3,11,Loyal Customers
8502,1,6,18490.81,4,4,5,13,Champions
8503,1,4,1622.8899999999999,4,3,3,10,Loyal Customers
8504,519,1,209.98,1,1,1,3,Churned
8505,1,9,3494.96,4,5,5,14,Champions
8506,193,1,289.43,3,1,1,5,At Risk
8507,1,4,1725.17,4,3,3,10,Loyal Customers
8508,409,5,2369.67,2,4,4,10,Loyal Customers
8509,1,2,477.71999999999997,4,1,1,6,At Risk
8510,194,5,4508.84,3,4,5,12,Loyal Customers
8512,98,4,3320.53,4,3,5,12,Loyal Customers
8513,248,4,1813.38,3,3,3,9,Potential Loyalists
8514,1,6,3353.72,4,4,5,13,Champions
8515,280,5,2495.14,2,4,4,10,Loyal Customers
8516,523,6,2804.33,1,4,4,9,Potential Loyalists
8517,283,3,2858.83,2,2,4,8,Potential Loyalists
8518,412,6,1889.3000000000002,2,4,3,9,Potential Loyalists
8519,1,5,4362.6900000000005,4,4,5,13,Champions
8520,276,5,2402.29,2,4,4,10,Loyal Customers
8521,677,1,129.77,1,1,1,3,Churned
8522,251,5,1319.34,3,4,2,9,Potential Loyalists
8523,1,3,1222.5300000000002,4,2,2,8,Potential Loyalists
8525,335,6,2398.21,2,4,4,10,Loyal Customers
8526,307,4,985.09,2,3,2,7,Potential Loyalists
8527,124,4,1331.63,3,3,2,8,Potential Loyalists
8528,348,5,2495.52,2,4,4,10,Loyal Customers
8529,535,3,310.31,1,2,1,4,At Risk
8530,1,5,2149.96,4,4,4,12,Loyal Customers
8531,333,5,1733.03,2,4,3,9,Potential Loyalists
8532,457,3,1587.37,1,2,3,6,At Risk
8533,4,4,774.75,4,3,1,8,Potential Loyalists
8534,365,6,1633.92,2,4,3,9,Potential Loyalists
8535,498,1,140.71,1,1,1,3,Churned
8536,487,2,148.01999999999998,1,1,1,3,Churned
8537,1,8,6039.78,4,5,5,14,Champions
8538,143,3,360.4,3,2,1,6,At Risk
8539,395,4,4096.94,2,3,5,10,Loyal Customers
8540,1,6,2526.38,4,4,4,12,Loyal Customers
8541,1,6,4131.4400000000005,4,4,5,13,Champions
8542,1,1,183.26,4,1,1,6,At Risk
8543,252,3,973.03,3,2,2,7,Potential Loyalists
8544,32,6,1041.41,4,4,2,10,Loyal Customers
8545,483,3,1487.3300000000002,1,2,3,6,At Risk
8546,395,2,725.64,2,1,1,4,At Risk
8547,346,4,1083.24,2,3,2,7,Potential Loyalists
8548,1,2,682.63,4,1,1,6,At Risk
8549,485,5,3609.58,1,4,5,10,Loyal Customers
8550,262,3,465.90999999999997,3,2,1,6,At Risk
8551,610,4,1193.24,1,3,2,6,At Risk
8552,239,5,1155.5,3,4,2,9,Potential Loyalists
8553,365,2,850.94,2,1,1,4,At Risk
8554,427,3,1871.95,2,2,3,7,Potential Loyalists
8555,581,5,1159.0,1,4,2,7,Potential Loyalists
8556,354,5,1527.8000000000002,2,4,3,9,Potential Loyalists
8557,497,4,1000.89,1,3,2,6,At Risk
8558,143,4,3242.36,3,3,5,11,Loyal Customers
8559,540,4,1573.1399999999999,1,3,3,7,Potential Loyalists
8560,296,6,2374.36,2,4,4,10,Loyal Customers
8561,1,6,2119.99,4,4,3,11,Loyal Customers
8562,522,3,1242.24,1,2,2,5,At Risk
8563,1,5,1762.22,4,4,3,11,Loyal Customers
8564,318,3,2115.8199999999997,2,2,3,7,Potential Loyalists
8565,408,3,717.84,2,2,1,5,At Risk
8566,511,1,628.62,1,1,1,3,Churned
8567,287,5,2774.24,2,4,4,10,Loyal Customers
8568,90,3,1051.1,4,2,2,8,Potential Loyalists
8569,1,4,1822.7899999999997,4,3,3,10,Loyal Customers
8570,1,5,2004.02,4,4,3,11,Loyal Customers
8571,1,6,1854.44,4,4,3,11,Loyal Customers
8572,1,3,979.5899999999999,4,2,2,8,Potential Loyalists
8573,548,5,2218.46,1,4,4,9,Potential Loyalists
8574,193,3,1441.9,3,2,2,7,Potential Loyalists
8575,502,6,3696.08,1,4,5,10,Loyal Customers
8576,1,7,5861.99,4,5,5,14,Champions
8577,456,4,2534.8900000000003,1,3,4,8,Potential Loyalists
8578,1,4,659.49,4,3,1,8,Potential Loyalists
8580,140,2,697.3199999999999,3,1,1,5,At Risk
8581,378,5,1533.14,2,4,3,9,Potential Loyalists
8582,580,1,696.91,1,1,1,3,Churned
8583,1,6,3361.92,4,4,5,13,Champions
8584,157,1,246.34,3,1,1,5,At Risk
8585,24,2,2000.75,4,1,3,8,Potential Loyalists
8586,285,4,1114.17,2,3,2,7,Potential Loyalists
8587,439,4,2172.76,1,3,4,8,Potential Loyalists
8588,1,7,4190.72,4,5,5,14,Champions
8589,488,1,271.03,1,1,1,3,Churned
8590,371,4,5462.09,2,3,5,10,Loyal Customers
8591,441,4,1066.3,1,3,2,6,At Risk
8592,305,4,2074.55,2,3,3,8,Potential Loyalists
8593,1,5,2942.09,4,4,4,12,Loyal Customers
8594,1,2,1069.1,4,1,2,7,Potential Loyalists
8595,464,4,1403.75,1,3,2,6,At Risk
8596,508,4,3178.85,1,3,5,9,Potential Loyalists
8597,1,3,2275.35,4,2,4,10,Loyal Customers
8598,686,2,714.44,1,1,1,3,Churned
8599,131,3,2102.66,3,2,3,8,Potential Loyalists
8600,267,3,2802.93,3,2,4,9,Potential Loyalists
8601,1,5,1937.7,4,4,3,11,Loyal Customers
8602,445,3,2135.39,1,2,4,7,Potential Loyalists
8603,1,2,526.77,4,1,1,6,At Risk
8604,560,2,651.15,1,1,1,3,Churned
8605,1,3,1150.42,4,2,2,8,Potential Loyalists
8606,12,6,2439.13,4,4,4,12,Loyal Customers
8607,651,3,3505.0,1,2,5,8,Potential Loyalists
8608,1,1,513.37,4,1,1,6,At Risk
8609,1,3,1024.8500000000001,4,2,2,8,Potential Loyalists
8610,197,7,3244.08,3,5,5,13,Champions
8611,422,2,240.20999999999998,2,1,1,4,At Risk
8612,405,6,1720.0,2,4,3,9,Potential Loyalists
8613,1,4,2076.64,4,3,3,10,Loyal Customers
8614,451,4,1673.3799999999999,1,3,3,7,Potential Loyalists
8615,1,2,251.17000000000002,4,1,1,6,At Risk
8617,1,3,1024.4099999999999,4,2,2,8,Potential Loyalists
8618,1,4,2028.8600000000001,4,3,3,10,Loyal Customers
8619,253,4,1079.99,3,3,2,8,Potential Loyalists
8620,378,3,713.1,2,2,1,5,At Risk
8621,530,2,391.9,1,1,1,3,Churned
8622,1,5,3665.23,4,4,5,13,Champions
8623,227,3,2054.71,3,2,3,8,Potential Loyalists
8624,374,4,2530.95,2,3,4,9,Potential Loyalists
8625,463,5,2404.21,1,4,4,9,Potential Loyalists
8626,1,4,2385.77,4,3,4,11,Loyal Customers
8627,1,5,3284.81,4,4,5,13,Champions
8628,442,2,1187.8899999999999,1,1,2,4,At Risk
8629,717,1,421.08,1,1,1,3,Churned
8630,1,3,1782.3400000000001,4,2,3,9,Potential Loyalists
8631,405,3,3295.7999999999997,2,2,5,9,Potential Loyalists
8632,288,3,676.68,2,2,1,5,At Risk
8633,107,7,3437.2,3,5,5,13,Champions
8634,172,6,3974.54,3,4,5,12,Loyal Customers
8635,251,8,5526.33,3,5,5,13,Champions
8636,430,3,818.16,2,2,1,5,At Risk
8637,1,2,801.55,4,1,1,6,At Risk
8638,1,5,3042.27,4,4,4,12,Loyal Customers
8639,1,8,5984.04,4,5,5,14,Champions
8640,255,2,161.32,3,1,1,5,At Risk
8641,1,5,2363.63,4,4,4,12,Loyal Customers
8643,336,3,800.35,2,2,1,5,At Risk
8644,236,4,851.01,3,3,1,7,Potential Loyalists
8645,487,5,1570.6299999999999,1,4,3,8,Potential Loyalists
8646,1,8,3317.09,4,5,5,14,Champions
8647,497,3,1067.37,1,2,2,5,At Risk
8648,137,3,1695.7,3,2,3,8,Potential Loyalists
8649,1,7,4406.68,4,5,5,14,Champions
8650,1,3,1468.24,4,2,3,9,Potential Loyalists
8651,1,2,971.04,4,1,2,7,Potential Loyalists
8652,273,2,1927.81,2,1,3,6,At Risk
8653,1,3,1606.55,4,2,3,9,Potential Loyalists
8654,210,5,3243.24,3,4,5,12,Loyal Customers
8655,398,3,765.0600000000001,2,2,1,5,At Risk
8656,118,9,4285.46,3,5,5,13,Champions
8657,308,4,1153.75,2,3,2,7,Potential Loyalists
8658,53,8,4932.86,4,5,5,14,Champions
8659,105,2,1528.51,3,1,3,7,Potential Loyalists
8660,313,5,2545.81,2,4,4,10,Loyal Customers
8661,162,5,4102.639999999999,3,4,5,12,Loyal Customers
8662,214,4,1957.3300000000002,3,3,3,9,Potential Loyalists
8663,1,3,732.0,4,2,1,7,Potential Loyalists
8664,551,1,237.35,1,1,1,3,Churned
8665,295,3,1079.58,2,2,2,6,At Risk
8666,88,7,1594.1,4,5,3,12,Loyal Customers
8667,1,3,665.21,4,2,1,7,Potential Loyalists
8668,5,5,3587.38,4,4,5,13,Champions
8669,676,1,224.81,1,1,1,3,Churned
8670,656,2,1121.73,1,1,2,4,At Risk
8671,1,4,2139.2200000000003,4,3,4,11,Loyal Customers
8672,222,1,94.98,3,1,1,5,At Risk
8673,212,7,1476.56,3,5,3,11,Loyal Customers
8674,114,4,2027.6399999999999,3,3,3,9,Potential Loyalists
8675,1,5,4033.19,4,4,5,13,Champions
8676,607,2,1271.73,1,1,2,4,At Risk
8678,3,7,1644.1100000000001,4,5,3,12,Loyal Customers
8679,476,3,1222.99,1,2,2,5,At Risk
8680,1,6,2323.98,4,4,4,12,Loyal Customers
8681,1,8,4687.349999999999,4,5,5,14,Champions
8682,1,5,2015.1399999999999,4,4,3,11,Loyal Customers
8683,155,5,3007.38,3,4,4,11,Loyal Customers
8684,1,6,1301.45,4,4,2,10,Loyal Customers
8685,103,3,683.52,3,2,1,6,At Risk
8686,51,6,2436.9700000000003,4,4,4,12,Loyal Customers
8687,320,1,319.18,2,1,1,4,At Risk
8688,1,2,621.53,4,1,1,6,At Risk
8689,485,3,1384.53,1,2,2,5,At Risk
8690,377,3,1034.17,2,2,2,6,At Risk
8691,1,3,762.77,4,2,1,7,Potential Loyalists
8692,1,5,1639.8600000000001,4,4,3,11,Loyal Customers
8693,265,8,3093.37,3,5,4,12,Loyal Customers
8694,126,8,2493.02,3,5,4,12,Loyal Customers
8695,1,7,3790.92,4,5,5,14,Champions
8696,612,2,622.25,1,1,1,3,Churned
8697,22,4,3017.0699999999997,4,3,4,11,Loyal Customers
8698,21,2,655.23,4,1,1,6,At Risk
8699,169,2,2964.91,3,1,4,8,Potential Loyalists
8700,558,3,502.67,1,2,1,4,At Risk
8701,1,7,3191.92,4,5,5,14,Champions
8702,1,3,3684.2,4,2,5,11,Loyal Customers
8703,1,2,1840.3799999999999,4,1,3,8,Potential Loyalists
8704,147,8,7555.790000000001,3,5,5,13,Champions
8705,375,3,888.96,2,2,2,6,At Risk
8706,1,8,2294.5499999999997,4,5,4,13,Champions
8707,1,5,1641.88,4,4,3,11,Loyal Customers
8708,1,3,893.53,4,2,2,8,Potential Loyalists
8709,1,7,4273.37,4,5,5,14,Champions
8710,508,2,412.61,1,1,1,3,Churned
8711,174,5,3438.52,3,4,5,12,Loyal Customers
8712,159,8,4350.969999999999,3,5,5,13,Champions
8713,1,5,1912.42,4,4,3,11,Loyal Customers
8714,365,5,2209.19,2,4,4,10,Loyal Customers
8715,1,2,619.61,4,1,1,6,At Risk
8716,1,5,2892.0299999999997,4,4,4,12,Loyal Customers
8717,1,8,2713.8,4,5,4,13,Champions
8718,1,3,1254.7,4,2,2,8,Potential Loyalists
8719,1,8,2655.99,4,5,4,13,Champions
8720,1,3,1070.63,4,2,2,8,Potential Loyalists
8721,267,4,1189.48,3,3,2,8,Potential Loyalists
8722,461,3,1743.12,1,2,3,6,At Risk
8723,252,4,1817.53,3,3,3,9,Potential Loyalists
8724,280,5,3235.98,2,4,5,11,Loyal Customers
8725,1,7,2758.33,4,5,4,13,Champions
8726,1,11,5606.83,4,5,5,14,Champions
8727,1,5,1939.81,4,4,3,11,Loyal Customers
8728,662,4,1859.75,1,3,3,7,Potential Loyalists
8729,267,7,3305.66,3,5,5,13,Champions
8730,114,3,971.88,3,2,2,7,Potential Loyalists
8731,402,3,552.18,2,2,1,5,At Risk
8732,1,4,1080.4,4,3,2,9,Potential Loyalists
8733,386,6,3443.5299999999997,2,4,5,11,Loyal Customers
8734,1,3,1885.83,4,2,3,9,Potential Loyalists
8735,386,1,717.53,2,1,1,4,At Risk
8736,522,1,398.42,1,1,1,3,Churned
8737,126,3,1451.79,3,2,2,7,Potential Loyalists
8738,462,3,2039.69,1,2,3,6,At Risk
8739,177,3,2022.37,3,2,3,8,Potential Loyalists
8740,472,4,1874.4500000000003,1,3,3,7,Potential Loyalists
8741,380,4,1558.24,2,3,3,8,Potential Loyalists
8742,1,5,1678.45,4,4,3,11,Loyal Customers
8743,399,2,1013.49,2,1,2,5,At Risk
8744,1,9,3889.0699999999997,4,5,5,14,Champions
8745,227,8,5743.55,3,5,5,13,Champions
8746,687,2,2296.9700000000003,1,1,4,6,At Risk
8747,487,1,575.2,1,1,1,3,Churned
8748,397,2,3556.4,2,1,5,8,Potential Loyalists
8749,415,3,1103.04,2,2,2,6,At Risk
8750,38,4,2093.9300000000003,4,3,3,10,Loyal Customers
8751,628,2,551.35,1,1,1,3,Churned
8752,359,5,1849.8000000000002,2,4,3,9,Potential Loyalists
8753,146,5,3353.0,3,4,5,12,Loyal Customers
8754,1,6,1938.6,4,4,3,11,Loyal Customers
8755,1,3,1020.4,4,2,2,8,Potential Loyalists
8756,364,7,2385.49,2,5,4,11,Loyal Customers
8757,1,3,591.3299999999999,4,2,1,7,Potential Loyalists
8758,1,11,4301.6900000000005,4,5,5,14,Champions
8759,83,4,2225.58,4,3,4,11,Loyal Customers
8760,53,5,1240.4099999999999,4,4,2,10,Loyal Customers
8761,157,5,2744.81,3,4,4,11,Loyal Customers
8762,533,6,5588.65,1,4,5,10,Loyal Customers
8763,460,2,640.08,1,1,1,3,Churned
8765,85,8,3183.69,4,5,5,14,Champions
8766,611,1,580.77,1,1,1,3,Churned
8767,233,7,4668.01,3,5,5,13,Champions
8768,1,7,2167.26,4,5,4,13,Champions
8769,1,5,2405.77,4,4,4,12,Loyal Customers
8770,1,6,5681.65,4,4,5,13,Champions
8771,266,6,2001.11,3,4,3,10,Loyal Customers
8772,244,3,1586.3799999999999,3,2,3,8,Potential Loyalists
8773,1,3,778.44,4,2,1,7,Potential Loyalists
8774,361,5,1890.8400000000001,2,4,3,9,Potential Loyalists
8775,222,4,994.6400000000001,3,3,2,8,Potential Loyalists
8776,1,7,5239.56,4,5,5,14,Champions
8777,488,4,1210.48,1,3,2,6,At Risk
8778,100,5,1607.88,4,4,3,11,Loyal Customers
8779,119,6,3274.2,3,4,5,12,Loyal Customers
8780,177,5,3899.34,3,4,5,12,Loyal Customers
8781,1,9,4420.95,4,5,5,14,Champions
8782,62,3,2129.55,4,2,4,10,Loyal Customers
8783,244,6,4084.69,3,4,5,12,Loyal Customers
8784,48,4,1483.55,4,3,3,10,Loyal Customers
8785,314,5,1440.47,2,4,2,8,Potential Loyalists
8786,1,4,1813.12,4,3,3,10,Loyal Customers
8787,292,3,503.4,2,2,1,5,At Risk
8788,1,2,375.19,4,1,1,6,At Risk
8789,1,3,566.11,4,2,1,7,Potential Loyalists
8790,425,2,3011.47,2,1,4,7,Potential Loyalists
8791,352,2,441.23,2,1,1,4,At Risk
8792,38,4,949.1,4,3,2,9,Potential Loyalists
8793,1,6,1132.06,4,4,2,10,Loyal Customers
8794,434,5,4227.39,2,4,5,11,Loyal Customers
8795,1,7,4237.63,4,5,5,14,Champions
8796,718,1,1905.8,1,1,3,5,At Risk
8797,373,4,3245.07,2,3,5,10,Loyal Customers
8798,407,5,1731.92,2,4,3,9,Potential Loyalists
8799,1,4,2089.3,4,3,3,10,Loyal Customers
8800,153,4,1030.68,3,3,2,8,Potential Loyalists
8801,672,1,659.27,1,1,1,3,Churned
8802,176,4,2110.48,3,3,3,9,Potential Loyalists
8803,384,6,2793.54,2,4,4,10,Loyal Customers
8804,281,2,1098.8899999999999,2,1,2,5,At Risk
8805,1,7,2703.15,4,5,4,13,Champions
8806,1,4,1402.44,4,3,2,9,Potential Loyalists
8807,281,5,2069.3100000000004,2,4,3,9,Potential Loyalists
8808,1,6,2226.07,4,4,4,12,Loyal Customers
8809,1,4,1419.83,4,3,2,9,Potential Loyalists
8810,562,1,71.04,1,1,1,3,Churned
8811,588,4,1872.73,1,3,3,7,Potential Loyalists
8812,566,5,4528.85,1,4,5,10,Loyal Customers
8813,413,2,744.98,2,1,1,4,At Risk
8814,409,5,3585.7,2,4,5,11,Loyal Customers
8815,510,2,659.36,1,1,1,3,Churned
8816,542,1,1489.98,1,1,3,5,At Risk
8817,1,5,3611.6099999999997,4,4,5,13,Champions
8818,174,4,1390.83,3,3,2,8,Potential Loyalists
8819,1,4,1265.57,4,3,2,9,Potential Loyalists
8820,637,2,680.93,1,1,1,3,Churned
8821,377,4,1398.9,2,3,2,7,Potential Loyalists
8822,1,5,1683.9599999999998,4,4,3,11,Loyal Customers
8823,39,4,3750.67,4,3,5,12,Loyal Customers
8824,1,2,3783.51,4,1,5,10,Loyal Customers
8825,351,4,3309.39,2,3,5,10,Loyal Customers
8826,1,7,5743.6,4,5,5,14,Champions
8827,1,5,2871.04,4,4,4,12,Loyal Customers
8828,1,4,1537.97,4,3,3,10,Loyal Customers
8829,231,3,2127.07,3,2,4,9,Potential Loyalists
8830,1,2,234.26999999999998,4,1,1,6,At Risk
8831,158,6,4178.47,3,4,5,12,Loyal Customers
8832,314,1,537.46,2,1,1,4,At Risk
8833,253,5,2407.77,3,4,4,11,Loyal Customers
8834,1,3,512.6600000000001,4,2,1,7,Potential Loyalists
8835,1,8,3026.21,4,5,4,13,Champions
8836,176,5,2953.84,3,4,4,11,Loyal Customers
8837,318,2,585.86,2,1,1,4,At Risk
8838,134,6,1814.72,3,4,3,10,Loyal Customers
8839,324,5,1851.6999999999998,2,4,3,9,Potential Loyalists
8840,169,6,2757.41,3,4,4,11,Loyal Customers
8841,351,8,3508.23,2,5,5,12,Loyal Customers
