employee_id,age,department,job_role,education,education_field,monthly_income,job_satisfaction,work_life_balance,env_satisfaction,performance_rating,overtime,years_at_company,years_in_role,years_since_promo,num_companies_worked,distance_from_home,training_last_year,stock_option_level,attrition,dept_enc,role_enc,edu_field_enc,attrition_risk_score,risk_tier
188,26,Engineering,Director,3,Life Sciences,20000.0,3,4,3,3,1,6,0,1,2,3,2,0,0,0,1,1,0.30833227214567144,Medium Risk
189,34,HR,Research Scientist,4,Life Sciences,20000.0,4,3,3,3,0,6,6,5,5,11,5,0,1,2,5,1,0.5699934110437209,Medium Risk
190,28,Engineering,Manager,5,Human Resources,23800.0,1,3,4,3,0,2,2,2,1,2,5,0,0,0,4,0,0.08828469632748995,Low Risk
191,27,Finance,Director,4,Life Sciences,20700.0,2,3,1,3,0,10,0,0,1,11,2,1,0,1,1,1,0.045014848443737855,Low Risk
192,36,R&D,Engineer,3,Life Sciences,20000.0,4,3,3,3,0,11,3,4,5,6,1,1,0,6,2,1,0.09141246599025864,Low Risk
193,28,Operations,Research Scientist,1,Medical,20000.0,4,2,1,3,0,15,4,2,2,2,2,0,0,5,5,3,0.04473223309786051,Low Risk
194,22,Finance,Engineer,5,Other,20000.0,3,3,1,3,0,3,3,0,1,5,1,0,0,1,2,4,0.17047123595005242,Low Risk
195,34,R&D,Engineer,2,Human Resources,36700.0,3,1,3,3,0,1,1,3,3,3,1,1,0,6,2,0,0.07757408396957598,Low Risk
196,27,HR,Manager,4,Other,20000.0,4,4,4,4,0,10,9,1,4,4,5,1,0,2,4,4,0.060510377116367156,Low Risk
197,40,Engineering,Manager,5,Technical Degree,20000.0,3,4,4,4,0,3,3,4,3,30,6,1,0,0,4,5,0.35652680984896157,Medium Risk
198,47,R&D,Sales Executive,4,Marketing,20000.0,3,4,2,4,1,5,1,0,5,1,2,0,0,6,6,2,0.2521292507905228,Low Risk
199,42,Sales,Research Scientist,2,Human Resources,20000.0,2,3,3,3,1,25,2,2,4,5,1,1,0,7,5,0,0.10833785445767403,Low Risk
200,39,Engineering,Engineer,1,Technical Degree,20000.0,4,3,4,3,0,1,0,3,2,3,1,0,0,0,2,5,0.23447713693748873,Low Risk
201,48,Sales,Engineer,2,Medical,34500.0,1,3,3,3,1,5,5,0,5,12,3,1,0,7,2,3,0.036851570034326445,Low Risk
202,27,R&D,Manager,1,Medical,20000.0,2,3,2,3,1,11,4,0,1,2,4,2,0,6,4,3,0.06973636434642246,Low Risk
203,30,R&D,Research Scientist,2,Medical,20000.0,3,3,4,3,1,9,2,3,2,2,2,1,0,6,5,3,0.1250244728455778,Low Risk
204,37,R&D,Engineer,5,Human Resources,20000.0,3,3,2,3,0,4,2,1,1,4,3,0,0,6,2,0,0.22128165292127533,Low Risk
205,32,Engineering,Director,3,Other,20000.0,3,2,4,3,0,11,0,0,5,25,0,0,0,0,1,4,0.15540118205900444,Low Risk
206,37,Engineering,Director,5,Other,20000.0,2,3,4,3,0,2,0,3,3,5,3,1,0,0,1,4,0.409502286554561,Medium Risk
207,32,Engineering,Manager,4,Medical,22700.0,4,4,4,3,1,3,0,1,6,8,3,0,0,0,4,3,0.031228757868145565,Low Risk
208,33,HR,Director,1,Technical Degree,26500.0,4,1,4,3,0,9,1,15,3,1,2,0,0,2,1,5,0.03150066586450387,Low Risk
209,32,Marketing,Manager,4,Medical,20000.0,2,2,3,3,1,2,2,2,3,14,2,2,1,4,4,3,0.6957956509029496,High Risk
210,42,Engineering,HR Manager,3,Marketing,20000.0,3,2,3,3,0,1,1,0,4,9,1,0,0,0,3,2,0.4247162206689702,Medium Risk
211,34,HR,Manager,5,Life Sciences,20000.0,2,3,3,3,0,1,1,1,4,12,3,1,1,2,4,1,0.6017447460418396,High Risk
212,24,R&D,Sales Executive,4,Marketing,37300.0,2,1,4,3,1,11,10,1,4,12,3,1,0,6,6,2,0.03288561968092592,Low Risk
213,34,Sales,Director,4,Human Resources,20000.0,3,2,3,4,0,1,1,0,3,1,1,0,0,7,1,0,0.3463848831697508,Medium Risk
214,30,Sales,Engineer,5,Human Resources,20000.0,1,3,2,3,0,5,2,3,3,14,4,0,1,7,2,0,0.7002475736890417,High Risk
215,48,R&D,HR Manager,2,Technical Degree,25500.0,3,4,4,3,0,2,2,4,1,8,1,3,0,6,3,5,0.037207307322372075,Low Risk
216,39,Sales,HR Manager,4,Marketing,20000.0,3,1,3,3,0,2,2,0,1,26,4,2,0,7,3,2,0.48228758383961157,Medium Risk
217,47,Engineering,Analyst,1,Life Sciences,20000.0,4,3,2,3,0,10,0,0,5,9,1,1,0,0,0,1,0.13152882359968904,Low Risk
218,36,Operations,Manager,3,Marketing,20000.0,2,3,2,4,0,18,11,2,4,30,2,3,0,5,4,2,0.2147694154309772,Low Risk
219,44,Sales,Analyst,1,Medical,20000.0,1,4,3,3,0,7,6,1,3,25,1,1,1,7,0,3,0.7139493406755613,High Risk
220,42,Marketing,Manager,4,Marketing,20000.0,4,1,3,3,0,16,9,0,3,4,1,1,0,4,4,2,0.0599830640361996,Low Risk
221,41,Finance,Manager,4,Other,20000.0,4,2,2,4,0,0,0,0,1,1,2,0,0,1,4,4,0.3458726672944366,Medium Risk
222,22,Marketing,Manager,2,Life Sciences,20000.0,4,1,4,3,1,3,3,1,3,19,2,2,1,4,4,1,0.7527802688577038,High Risk
223,37,Engineering,Research Scientist,5,Human Resources,20000.0,3,3,4,3,0,21,2,1,2,14,1,1,0,0,5,0,0.1675568598715923,Low Risk
224,48,R&D,Manager,3,Human Resources,28200.0,1,4,2,3,1,0,0,0,4,4,4,1,0,6,4,0,0.05681921920781575,Low Risk
225,36,Operations,Analyst,2,Marketing,22900.0,3,4,1,2,1,6,0,3,3,14,2,1,0,5,0,2,0.056179930183983026,Low Risk
226,46,Sales,Sales Executive,4,Other,20000.0,4,4,2,3,0,0,0,0,0,1,2,2,0,7,6,4,0.19199177182306823,Low Risk
227,31,Sales,Analyst,3,Other,20000.0,2,1,2,3,1,4,4,0,1,12,1,1,0,7,0,4,0.3320835609578762,Medium Risk
228,33,R&D,Sales Executive,4,Life Sciences,20000.0,3,2,3,3,0,20,2,6,4,9,1,1,0,6,6,1,0.12325661117806704,Low Risk
229,42,Finance,Research Scientist,3,Medical,22100.0,3,3,3,4,0,1,0,6,2,1,3,0,0,1,5,3,0.03220319424596485,Low Risk
230,23,Engineering,Director,4,Marketing,22000.0,3,3,1,3,0,5,0,7,3,21,3,0,0,0,1,2,0.06116035973497626,Low Risk
231,51,Operations,Director,2,Technical Degree,20000.0,2,4,4,3,0,1,0,5,2,22,5,0,0,5,1,5,0.7113290962501931,High Risk
232,33,Engineering,Analyst,3,Medical,20000.0,3,2,3,4,0,6,0,0,3,1,3,1,0,0,0,3,0.22075461542183883,Low Risk
233,47,HR,Sales Executive,3,Medical,20000.0,1,3,3,4,0,2,2,1,1,1,4,3,0,2,6,3,0.2735781024694463,Low Risk
234,30,R&D,Engineer,3,Technical Degree,20000.0,1,1,2,3,0,4,3,8,4,30,3,1,1,6,2,5,0.8313645178583946,High Risk
235,42,Finance,Director,3,Technical Degree,21300.0,2,1,2,3,0,11,0,3,0,11,4,0,0,1,1,5,0.061144622995430324,Low Risk
236,32,Sales,Director,3,Medical,20600.0,3,3,4,3,1,0,0,1,4,25,4,1,0,7,1,3,0.18993632681484063,Low Risk
237,22,Sales,HR Manager,4,Marketing,20000.0,2,2,1,3,0,23,20,1,2,14,1,0,0,7,3,2,0.15191647370036007,Low Risk
238,32,R&D,Director,1,Marketing,20000.0,2,1,4,3,0,0,0,1,4,3,1,1,1,6,1,2,0.6791130546415463,High Risk
239,34,Sales,Director,5,Technical Degree,27000.0,3,2,3,3,0,14,4,1,0,12,2,1,0,7,1,5,0.024775640763561917,Low Risk
240,40,Sales,Analyst,2,Other,20000.0,3,3,3,3,0,1,1,1,3,17,2,0,0,7,0,4,0.6237877685974912,High Risk
241,28,Finance,Engineer,2,Marketing,20000.0,2,3,3,3,0,1,1,1,2,12,2,2,0,1,2,2,0.4548366160819956,Medium Risk
242,40,Sales,Manager,4,Other,23700.0,3,3,4,3,1,6,4,2,2,30,4,1,0,7,4,4,0.09607868793610798,Low Risk
243,33,Sales,Analyst,5,Medical,20000.0,3,2,4,3,0,3,0,2,3,3,1,1,0,7,0,3,0.3691505558010103,Medium Risk
244,22,Marketing,Manager,3,Medical,20000.0,3,4,4,3,0,9,5,0,2,11,3,2,0,4,4,3,0.11707228528822018,Low Risk
245,44,Finance,Engineer,3,Technical Degree,20000.0,4,3,3,3,1,6,0,4,4,11,2,2,0,1,2,5,0.3861735676269942,Medium Risk
246,45,Finance,Analyst,4,Marketing,20000.0,4,2,1,3,0,6,0,0,2,1,2,1,0,1,0,2,0.18141656153153826,Low Risk
247,32,Sales,Engineer,5,Marketing,20000.0,3,4,3,3,1,4,3,1,1,11,4,2,1,7,2,2,0.31536635069239327,Medium Risk
248,34,Sales,Manager,3,Technical Degree,23300.0,4,4,4,3,0,2,2,3,3,20,2,2,0,7,4,5,0.06554711738580336,Low Risk
249,31,R&D,Director,3,Technical Degree,20000.0,2,2,4,3,1,3,0,1,4,10,1,0,1,6,1,5,0.6514311292651905,High Risk
250,39,Sales,Engineer,5,Human Resources,20000.0,2,2,3,3,1,0,0,1,2,7,1,0,0,7,2,0,0.6676962250401194,High Risk
251,30,Sales,Manager,5,Marketing,20000.0,2,3,3,3,0,0,0,2,2,2,6,1,0,7,4,2,0.3499161614723754,Medium Risk
252,43,Marketing,Director,1,Human Resources,21300.0,4,3,1,3,0,1,1,4,3,1,3,1,0,4,1,0,0.02682623618514881,Low Risk
253,34,R&D,Director,3,Other,22400.0,4,1,3,3,0,25,2,0,2,1,2,0,0,6,1,4,0.012919490781515284,Low Risk
254,24,Engineering,Director,3,Other,20000.0,4,4,3,3,0,6,2,3,2,3,2,2,0,0,1,4,0.10926446121825714,Low Risk
255,42,Operations,Sales Executive,4,Human Resources,23900.0,4,2,3,3,1,5,4,0,3,19,3,0,0,5,6,0,0.04965707392444083,Low Risk
256,40,Finance,Manager,4,Other,20000.0,3,4,4,3,0,2,2,0,4,28,0,0,0,1,4,4,0.373619231035683,Medium Risk
257,22,Sales,Sales Executive,4,Other,20000.0,4,4,4,3,1,4,4,2,1,14,0,2,0,7,6,4,0.39153368334563815,Medium Risk
258,37,Engineering,HR Manager,3,Medical,20000.0,1,2,2,4,1,6,2,2,2,4,0,2,1,0,3,3,0.7175774897548511,High Risk
259,41,Finance,Research Scientist,4,Other,20000.0,4,3,3,3,0,0,0,0,1,12,4,0,0,1,5,4,0.455043888483728,Medium Risk
260,35,Finance,Manager,3,Medical,26900.0,3,4,3,2,0,13,1,3,1,30,1,1,0,1,4,3,0.034544692023484015,Low Risk
261,31,Engineering,Engineer,3,Marketing,20000.0,2,3,1,3,1,5,0,4,0,1,2,1,0,0,2,2,0.2667362275250019,Low Risk
262,47,Legal,Director,4,Other,33600.0,2,4,4,3,0,0,0,0,0,1,2,0,0,3,1,4,0.0536448793816809,Low Risk
263,30,Sales,Engineer,2,Life Sciences,20000.0,2,3,2,3,0,1,1,3,2,8,1,0,1,7,2,1,0.5566145963420284,Medium Risk
264,51,HR,Research Scientist,4,Other,25600.0,2,2,2,4,1,3,3,1,2,1,2,1,0,2,5,4,0.013852357162948588,Low Risk
265,29,R&D,Sales Executive,4,Other,20000.0,3,4,4,4,1,9,4,1,1,2,2,1,0,6,6,4,0.11493405868664398,Low Risk
266,44,Engineering,Sales Executive,3,Technical Degree,20000.0,4,3,3,3,0,2,2,0,0,4,1,2,0,0,6,5,0.1931630197293116,Low Risk
267,52,HR,Director,3,Marketing,20000.0,3,3,4,3,0,30,0,3,4,5,2,2,0,2,1,2,0.05485569344050721,Low Risk
268,24,R&D,Sales Executive,3,Medical,20000.0,4,1,3,3,0,0,0,4,0,13,2,0,1,6,6,3,0.5472490396876661,Medium Risk
269,40,Finance,HR Manager,3,Human Resources,20000.0,4,4,3,3,0,1,1,1,3,7,0,0,0,1,3,0,0.3032011783923008,Medium Risk
270,29,Engineering,Director,3,Medical,20100.0,3,2,1,3,0,1,0,0,4,11,2,3,0,0,1,3,0.30241808982113744,Medium Risk
271,43,Marketing,Manager,4,Other,20000.0,3,3,2,4,1,0,0,9,1,4,5,1,0,4,4,4,0.5478614772851965,Medium Risk
272,48,Operations,HR Manager,3,Technical Degree,34900.0,1,3,4,3,0,1,1,1,3,17,0,2,0,5,3,5,0.08910844817231801,Low Risk
273,51,Finance,Research Scientist,2,Human Resources,20000.0,1,4,3,3,0,5,5,1,3,6,1,2,0,1,5,0,0.2270322833278225,Low Risk
274,45,Engineering,Analyst,3,Other,43000.0,3,4,1,4,0,1,1,2,4,2,2,1,0,0,0,4,0.022582713774446362,Low Risk
275,33,HR,Director,5,Human Resources,20000.0,4,3,2,3,0,3,2,5,4,16,0,0,0,2,1,0,0.3238094613773,Medium Risk
276,42,R&D,HR Manager,3,Life Sciences,20000.0,3,3,3,3,0,4,2,0,4,2,3,2,0,6,3,1,0.17687871166332594,Low Risk
277,59,R&D,Sales Executive,3,Medical,24900.0,4,1,2,4,0,3,1,3,2,30,5,0,0,6,6,3,0.06873469971337619,Low Risk
278,47,Legal,HR Manager,5,Life Sciences,20000.0,2,4,2,3,0,26,0,1,4,5,2,1,0,3,3,1,0.08514855475596139,Low Risk
279,56,R&D,Director,3,Marketing,20000.0,1,1,4,4,0,0,0,2,2,3,3,1,1,6,1,2,0.762720158916057,High Risk
280,46,Engineering,Director,5,Other,20000.0,3,3,2,3,0,5,0,13,4,6,3,3,1,0,1,4,0.6202475592504463,High Risk
281,25,Sales,Analyst,4,Human Resources,20000.0,4,3,4,4,0,0,0,2,0,2,4,1,0,7,0,0,0.17752291361175576,Low Risk
282,33,HR,Research Scientist,4,Medical,28600.0,3,3,3,3,0,1,1,1,2,21,2,1,0,2,5,3,0.08848123578635053,Low Risk
283,42,R&D,Sales Executive,2,Marketing,20000.0,1,3,3,3,0,4,2,0,2,4,0,1,0,6,6,2,0.2323284992073151,Low Risk
284,27,R&D,Engineer,1,Marketing,27600.0,3,3,4,3,1,0,0,0,4,4,6,0,0,6,2,2,0.09880252151616219,Low Risk
285,42,Marketing,Engineer,1,Medical,20000.0,4,2,3,3,0,3,0,9,1,15,1,1,1,4,2,3,0.7968276879111644,High Risk
286,22,Sales,Analyst,3,Marketing,20000.0,1,4,3,3,0,35,3,5,1,22,3,0,0,7,0,2,0.12166130812018769,Low Risk
287,35,Operations,Analyst,2,Technical Degree,20000.0,4,4,3,3,1,2,1,0,1,1,2,1,0,5,0,5,0.19957401088899174,Low Risk
288,41,R&D,Manager,2,Marketing,20000.0,1,4,3,3,0,1,1,3,1,9,4,1,0,6,4,2,0.5263186199314291,Medium Risk
289,22,Sales,Sales Executive,5,Technical Degree,20000.0,4,3,4,3,0,4,0,3,2,30,2,1,0,7,6,5,0.4034077519914825,Medium Risk
290,41,Marketing,Manager,3,Human Resources,20000.0,3,2,4,4,1,11,0,1,3,6,1,1,0,4,4,0,0.44983210931621465,Medium Risk
291,44,Sales,HR Manager,3,Life Sciences,20000.0,3,3,3,3,1,7,0,1,3,14,2,2,0,7,3,1,0.517724657321168,Medium Risk
292,44,R&D,Engineer,1,Life Sciences,20000.0,3,3,2,3,1,3,3,2,1,1,3,0,0,6,2,1,0.2651620542396469,Low Risk
293,22,Sales,HR Manager,3,Other,20000.0,4,3,3,3,0,0,0,2,4,2,0,0,0,7,3,4,0.2267852026100408,Low Risk
294,23,R&D,Sales Executive,2,Other,20000.0,3,3,1,3,1,4,3,1,3,8,2,2,1,6,6,4,0.4812334706023789,Medium Risk
295,46,R&D,HR Manager,4,Marketing,20000.0,4,2,4,2,0,0,0,5,2,1,3,2,0,6,3,2,0.2769878114875788,Low Risk
296,46,Engineering,Manager,4,Medical,38200.0,4,2,4,3,0,13,0,0,4,6,1,0,0,0,4,3,0.01101657736934301,Low Risk
297,26,Engineering,Engineer,1,Other,20000.0,3,4,3,3,1,16,5,1,2,10,1,1,0,0,2,4,0.08345536838826897,Low Risk
298,24,Engineering,Research Scientist,3,Human Resources,20000.0,1,3,3,3,0,2,1,1,0,6,2,2,0,0,5,0,0.31711999589919815,Medium Risk
299,45,Sales,Analyst,2,Marketing,21700.0,3,3,2,3,1,18,15,3,0,4,2,0,0,7,0,2,0.008896183021845402,Low Risk
300,22,Operations,Analyst,4,Marketing,20000.0,3,4,2,3,0,2,0,0,4,10,0,1,0,5,0,2,0.30059420533792114,Medium Risk
301,42,HR,Director,5,Marketing,20000.0,3,4,4,3,0,8,0,0,2,21,3,1,0,2,1,2,0.32859200014970336,Medium Risk
302,22,Engineering,Sales Executive,3,Life Sciences,20000.0,1,2,3,3,1,1,1,1,3,3,1,3,1,0,6,1,0.7056600933186223,High Risk
303,23,Engineering,Research Scientist,4,Marketing,20000.0,4,1,2,2,1,3,1,0,4,9,2,1,0,0,5,2,0.34459373962778783,Medium Risk
304,37,Sales,Sales Executive,3,Technical Degree,29400.0,3,4,4,3,0,2,1,3,1,1,4,2,0,7,6,5,0.02917464996636751,Low Risk
305,42,Sales,Director,2,Marketing,20000.0,1,3,4,3,1,8,5,1,2,12,1,1,0,7,1,2,0.3405501614226427,Medium Risk
306,42,Sales,HR Manager,5,Human Resources,20000.0,2,4,3,3,0,0,0,0,5,3,3,0,0,7,3,0,0.3383999436422922,Medium Risk
307,37,Finance,Engineer,1,Medical,20000.0,3,2,2,3,1,7,2,0,1,18,1,1,0,1,2,3,0.4032406949805676,Medium Risk
308,28,Engineering,Director,3,Life Sciences,20000.0,3,3,4,3,1,1,1,1,4,3,2,0,0,0,1,1,0.3721744452242051,Medium Risk
309,29,R&D,HR Manager,4,Life Sciences,20000.0,4,4,3,3,0,6,2,0,4,8,2,0,0,6,3,1,0.16400723189952887,Low Risk
310,38,Sales,Engineer,4,Technical Degree,23500.0,2,2,4,3,1,6,3,7,3,1,1,1,0,7,2,5,0.05816771455245648,Low Risk
311,42,Sales,Director,1,Human Resources,20000.0,3,4,3,3,0,8,0,3,2,4,1,0,0,7,1,0,0.15441822979141265,Low Risk
312,28,Sales,Research Scientist,4,Life Sciences,20000.0,2,4,2,3,0,3,1,3,0,30,3,1,1,7,5,1,0.7797146281060222,High Risk
313,29,R&D,Research Scientist,2,Human Resources,20000.0,3,4,3,3,1,0,0,0,0,30,1,0,1,6,5,0,0.6444918422982744,High Risk
314,30,R&D,Director,3,Technical Degree,20000.0,3,3,4,3,0,2,0,9,2,1,2,1,0,6,1,5,0.29565624368575255,Low Risk
315,36,Engineering,Engineer,3,Technical Degree,20000.0,3,4,3,3,1,1,0,0,5,3,1,3,0,0,2,5,0.31771345491861325,Medium Risk
316,27,R&D,HR Manager,1,Technical Degree,26900.0,3,3,1,3,0,15,8,5,1,13,2,3,0,6,3,5,0.016324973312095623,Low Risk
317,35,R&D,Research Scientist,5,Other,21500.0,4,3,3,3,1,14,1,1,2,3,3,0,0,6,5,4,0.027752441087731373,Low Risk
318,37,Sales,Director,1,Other,20000.0,4,4,3,3,0,5,5,0,6,4,3,0,0,7,1,4,0.14000706276991837,Low Risk
319,40,R&D,Manager,1,Technical Degree,20000.0,3,3,3,3,1,9,0,3,2,26,1,3,0,6,4,5,0.4675908088362604,Medium Risk
320,40,R&D,Manager,2,Other,20000.0,4,3,3,3,0,1,0,1,5,8,2,0,0,6,4,4,0.4141053202553973,Medium Risk
321,24,Sales,Sales Executive,5,Marketing,20000.0,3,2,3,4,1,1,0,0,3,3,1,2,0,7,6,2,0.44224082487051547,Medium Risk
322,36,HR,Analyst,3,Human Resources,20000.0,2,4,3,3,1,1,0,1,2,1,1,0,1,2,0,0,0.5681143971975733,Medium Risk
323,40,Engineering,Sales Executive,1,Other,20000.0,4,2,3,3,1,0,0,0,4,8,3,1,1,0,6,4,0.6934112575327925,High Risk
324,29,Sales,Engineer,5,Life Sciences,20000.0,2,1,3,4,1,9,0,0,2,11,1,0,1,7,2,1,0.7036272311008037,High Risk
325,32,Finance,HR Manager,2,Technical Degree,20000.0,3,4,3,3,0,2,1,3,6,4,0,3,0,1,3,5,0.2277944273198269,Low Risk
326,48,Operations,HR Manager,2,Medical,20000.0,3,3,1,3,1,4,1,0,2,4,3,0,0,5,3,3,0.3981567612360681,Medium Risk
327,22,Sales,HR Manager,1,Human Resources,25400.0,4,3,3,3,1,1,0,1,3,9,2,1,0,7,3,0,0.07693747696932904,Low Risk
328,55,Operations,Analyst,2,Marketing,20000.0,1,3,3,3,0,19,1,3,2,1,3,0,0,5,0,2,0.06382475518181145,Low Risk
329,47,Finance,Director,1,Technical Degree,20000.0,2,4,2,2,0,2,1,3,1,13,0,2,0,1,1,5,0.44602579207198473,Medium Risk
330,33,Marketing,HR Manager,4,Life Sciences,20000.0,3,3,3,3,0,3,3,1,2,5,2,0,0,4,3,1,0.24141326753705958,Low Risk
331,50,R&D,HR Manager,3,Other,20000.0,3,2,4,3,0,5,5,0,3,10,5,2,0,6,3,4,0.2868284970119696,Low Risk
332,27,Finance,Manager,3,Other,20000.0,1,3,4,3,0,2,2,6,4,1,4,1,1,1,4,4,0.573255412365874,Medium Risk
333,40,Engineering,Director,1,Other,20000.0,4,3,2,3,1,7,0,10,1,2,1,1,1,0,1,4,0.5476896095455842,Medium Risk
334,23,Engineering,HR Manager,2,Human Resources,20000.0,3,3,4,3,0,10,1,0,5,11,2,0,0,0,3,0,0.10912046198842631,Low Risk
335,50,R&D,Research Scientist,1,Life Sciences,27200.0,3,2,3,3,1,0,0,0,0,1,2,1,0,6,5,1,0.06458583815882436,Low Risk
336,30,Engineering,Research Scientist,5,Medical,20000.0,3,1,3,3,0,15,0,6,0,4,1,1,0,0,5,3,0.08443510847694863,Low Risk
337,43,R&D,Manager,4,Life Sciences,20000.0,1,1,3,3,0,24,1,7,4,30,4,2,1,6,4,1,0.3342818076974825,Medium Risk
338,37,Sales,HR Manager,3,Life Sciences,20600.0,3,2,3,3,0,3,3,0,5,2,4,0,0,7,3,1,0.09788610813486663,Low Risk
339,32,Marketing,Engineer,4,Marketing,20000.0,3,3,4,3,0,1,1,5,3,3,3,0,0,4,2,2,0.3135604420890242,Medium Risk
340,31,Finance,HR Manager,2,Life Sciences,20000.0,4,3,4,3,1,7,2,4,1,2,1,1,0,1,3,1,0.12994566923891365,Low Risk
341,58,R&D,Sales Executive,3,Life Sciences,24100.0,3,4,3,3,0,2,2,2,3,1,1,0,0,6,6,1,0.03164144087888715,Low Risk
342,30,R&D,HR Manager,3,Human Resources,25700.0,3,4,1,4,0,4,4,0,1,16,5,1,0,6,3,0,0.06605889905676318,Low Risk
343,40,Engineering,Director,4,Human Resources,20000.0,4,3,4,3,0,4,4,6,1,5,4,1,0,0,1,0,0.18725865625382884,Low Risk
344,42,R&D,Manager,1,Life Sciences,20000.0,3,3,3,3,0,10,10,3,6,2,3,3,0,6,4,1,0.08458451658156017,Low Risk
345,46,R&D,Manager,1,Life Sciences,24000.0,3,2,2,3,0,0,0,3,5,13,4,2,0,6,4,1,0.07130550854200196,Low Risk
346,46,Sales,Sales Executive,4,Life Sciences,35100.0,2,4,1,4,1,2,2,4,3,1,0,3,0,7,6,1,0.035626203706820035,Low Risk
347,26,Sales,Engineer,1,Human Resources,20000.0,4,2,4,4,0,3,0,0,4,19,1,0,1,7,2,0,0.7329780522349278,High Risk
348,36,R&D,Sales Executive,3,Technical Degree,20000.0,3,3,2,3,0,3,0,0,4,6,3,1,0,6,6,5,0.3364550643848398,Medium Risk
349,42,Sales,Analyst,3,Marketing,38500.0,2,3,4,3,0,1,1,2,3,3,0,2,0,7,0,2,0.039926133668724065,Low Risk
350,38,Engineering,Sales Executive,5,Medical,20000.0,3,2,1,3,0,24,0,1,2,8,1,0,0,0,6,3,0.11263636235522662,Low Risk
351,29,R&D,Analyst,3,Other,32400.0,4,4,2,3,0,7,1,0,1,8,4,1,0,6,0,4,0.05285910879018249,Low Risk
352,31,HR,Analyst,4,Medical,20000.0,3,4,4,3,0,13,10,1,2,5,1,1,0,2,0,3,0.046534536693659756,Low Risk
353,35,Finance,Director,3,Marketing,20000.0,4,2,4,3,0,5,1,1,5,2,2,1,0,1,1,2,0.2561020718818311,Low Risk
354,25,Marketing,Sales Executive,3,Other,20000.0,2,4,3,3,1,1,1,4,2,2,3,0,1,4,6,4,0.6570561739161662,High Risk
355,35,R&D,Research Scientist,4,Marketing,20000.0,3,2,3,3,0,6,2,0,1,4,1,1,0,6,5,2,0.33784872975147384,Medium Risk
356,41,Sales,Research Scientist,2,Other,20000.0,3,3,1,3,0,7,2,1,4,12,3,0,0,7,5,4,0.27117370983709527,Low Risk
357,41,Sales,HR Manager,2,Life Sciences,20000.0,3,3,1,3,0,6,3,3,8,7,1,1,0,7,3,1,0.2172744479548394,Low Risk
358,40,Marketing,Research Scientist,4,Other,20000.0,3,1,4,3,0,8,0,3,6,5,1,1,0,4,5,4,0.29029437871371927,Low Risk
359,28,HR,HR Manager,3,Other,20000.0,3,3,4,3,0,0,0,4,4,17,1,3,0,2,3,4,0.42896996067839427,Medium Risk
360,22,R&D,Research Scientist,5,Medical,20000.0,3,3,3,3,0,15,0,0,2,10,1,1,0,6,5,3,0.08600322094427167,Low Risk
361,39,R&D,Sales Executive,2,Technical Degree,20000.0,4,4,3,3,0,0,0,0,1,14,1,0,0,6,6,5,0.516531782364763,Medium Risk
362,29,R&D,HR Manager,4,Life Sciences,20000.0,2,3,3,3,0,1,1,1,2,3,2,2,0,6,3,1,0.3188284987170263,Medium Risk
363,39,Sales,Engineer,3,Technical Degree,28200.0,3,2,3,3,0,2,0,0,6,10,0,2,0,7,2,5,0.05218044456862621,Low Risk
364,50,Engineering,Manager,2,Human Resources,20000.0,4,4,4,3,0,6,3,2,1,20,0,1,0,0,4,0,0.3599044699161658,Medium Risk
365,37,Marketing,Engineer,1,Human Resources,28300.0,4,3,2,4,0,2,2,0,0,1,3,0,0,4,2,0,0.027772252062340574,Low Risk
366,34,HR,Research Scientist,4,Other,20000.0,3,3,2,3,0,3,0,1,2,24,1,1,0,2,5,4,0.5745608683807566,Medium Risk
367,29,R&D,Analyst,2,Human Resources,20000.0,2,4,3,4,1,5,3,0,0,11,0,2,0,6,0,0,0.193162185944511,Low Risk
368,27,Sales,Research Scientist,1,Medical,20000.0,4,3,2,3,0,13,3,0,1,4,3,2,0,7,5,3,0.03422023614236615,Low Risk
369,47,R&D,Manager,1,Life Sciences,20000.0,4,3,3,3,0,0,0,0,5,9,2,0,0,6,4,1,0.4224943231375064,Medium Risk
370,22,R&D,Analyst,4,Life Sciences,20000.0,3,3,3,3,0,7,0,0,9,6,3,1,0,6,0,1,0.19870916482087775,Low Risk
371,34,R&D,Research Scientist,4,Marketing,20000.0,4,4,2,3,0,0,0,2,1,5,1,2,0,6,5,2,0.26188954736581566,Low Risk
372,46,Engineering,HR Manager,4,Life Sciences,27700.0,2,3,3,4,0,6,5,0,4,1,2,1,0,0,3,1,0.03997802406328872,Low Risk
373,26,Sales,Research Scientist,1,Medical,20000.0,3,1,4,3,0,1,1,1,4,13,1,1,1,7,5,3,0.7602733647890346,High Risk
374,35,R&D,Director,2,Life Sciences,20000.0,4,2,3,3,1,3,3,2,2,24,4,1,1,6,1,1,0.819971647764953,High Risk
375,33,Engineering,Sales Executive,5,Technical Degree,20000.0,4,3,4,3,0,0,0,5,0,8,6,0,0,0,6,5,0.3626314702970388,Medium Risk
376,41,Engineering,Sales Executive,1,Life Sciences,20000.0,3,2,4,3,0,3,0,0,3,6,2,0,1,0,6,1,0.552777619114864,Medium Risk
377,49,Finance,Analyst,2,Technical Degree,22900.0,3,3,3,3,0,10,1,1,3,14,0,2,0,1,0,5,0.019400047179694443,Low Risk
